mze1101@lionstate.edu,CMPSC311,1,1,71
mle8029@lionstate.edu,CMPSC461,1,1,63
nhi9400@lionstate.edu,CMPEN362,2,1,78
msc7404@lionstate.edu,MATH141,2,1,100
mpf1895@lionstate.edu,CMPSC431W,1,1,63
lja7548@lionstate.edu,MATH140,2,1,97
sro1687@lionstate.edu,CHEM111,1,1,99
mti1005@lionstate.edu,MATH231,1,1,88
svo1567@lionstate.edu,CMPSC132,2,1,77
rhe3959@lionstate.edu,CMPEN441,2,1,95
vto8500@lionstate.edu,EE212,2,1,81
lul2667@lionstate.edu,STAT319,1,1,72
lbe3298@lionstate.edu,EE330,1,1,69
kba3267@lionstate.edu,CMPEN331,1,1,81
rve7599@lionstate.edu,CMPSC221,1,1,82
mlo5294@lionstate.edu,CSE543,1,1,86
mjo3251@lionstate.edu,STAT319,2,1,66
ltu9306@lionstate.edu,CMPSC311,2,1,75
jsw5249@lionstate.edu,CMPSC132,2,1,89
rfe9835@lionstate.edu,CMPSC221,2,1,78
jst9690@lionstate.edu,EE352,1,1,88
kka3493@lionstate.edu,CHEM110,1,1,88
mra5395@lionstate.edu,EE330,1,1,61
ver7410@lionstate.edu,EE330,1,1,94
ldi8835@lionstate.edu,CMPEN270,1,1,99
jku5047@lionstate.edu,DS220,2,1,92
ina3083@lionstate.edu,EE212,2,1,69
pbe5438@lionstate.edu,CMPEN362,2,1,71
rfr7251@lionstate.edu,PHYS213,2,1,93
mni1754@lionstate.edu,EE211,2,1,60
sma6410@lionstate.edu,CMPEN351,1,1,69
lja5065@lionstate.edu,DS220,2,1,91
wru6659@lionstate.edu,CMPSC221,1,1,71
wle7976@lionstate.edu,EE212,1,1,86
jri3730@lionstate.edu,CMPSC131,2,1,75
nsc1496@lionstate.edu,CMPEN441,2,1,67
msh8653@lionstate.edu,MATH141,2,1,87
nan2109@lionstate.edu,EE212,2,1,99
lsc8583@lionstate.edu,CMPSC132,2,1,99
sma9638@lionstate.edu,CMPSC465,1,1,94
rro3378@lionstate.edu,CSE583,1,1,68
lwo9519@lionstate.edu,STAT318,2,1,74
ila1616@lionstate.edu,PHYS211,1,1,93
mgi5972@lionstate.edu,CHEM112,2,1,97
mor3944@lionstate.edu,ECON101,2,1,85
pwi6256@lionstate.edu,CMPSC465,2,1,90
lma5523@lionstate.edu,CMPEN351,2,1,71
pco3542@lionstate.edu,PHYS213,2,1,97
mfr1531@lionstate.edu,CMPEN351,1,1,73
jbr5742@lionstate.edu,MATH230,2,1,94
mad6762@lionstate.edu,CSE543,2,1,63
lfr5699@lionstate.edu,CHEM112,2,1,91
jhu6059@lionstate.edu,EE210,2,1,77
rba4716@lionstate.edu,EE210,1,1,89
mra1173@lionstate.edu,CMPSC465,1,1,75
mla7040@lionstate.edu,CMPSC431W,2,1,74
mke5035@lionstate.edu,EE330,1,1,88
ncu7389@lionstate.edu,CMPSC131,1,1,85
mjo9620@lionstate.edu,PHYS212,2,1,95
mei1629@lionstate.edu,ECON102,2,1,94
mke4315@lionstate.edu,MATH140,2,1,88
myo1601@lionstate.edu,CMPSC311,1,1,83
jmc9625@lionstate.edu,ECON201,2,1,66
ufa3951@lionstate.edu,EE210,1,1,85
mre4255@lionstate.edu,ECON102,2,1,82
mba6793@lionstate.edu,IST128,1,1,73
jku3642@lionstate.edu,EE353,1,1,91
ysc5785@lionstate.edu,CMPEN431,2,1,82
rfr5648@lionstate.edu,ECON201,2,1,95
no'3158@lionstate.edu,CHEM110,2,1,75
lco5380@lionstate.edu,EE320,2,1,65
ohe2838@lionstate.edu,CMPEN351,1,1,98
jco2499@lionstate.edu,CMPSC221,2,1,74
mmi5755@lionstate.edu,CMPSC448,2,1,91
jha5858@lionstate.edu,CHEM111,2,1,97
ikr7411@lionstate.edu,CSE583,2,1,72
tke8544@lionstate.edu,EE210,1,1,95
tsc4447@lionstate.edu,CMPSC360,2,1,74
kri1586@lionstate.edu,STAT318,2,1,66
rkr9745@lionstate.edu,CMPEN411,2,1,88
sgr1392@lionstate.edu,ECON101,1,1,100
jlu8446@lionstate.edu,ECON101,2,1,83
kha2564@lionstate.edu,PHYS214,1,1,75
mel9711@lionstate.edu,MATH231,1,1,95
swe4161@lionstate.edu,MATH231,2,1,64
kho2978@lionstate.edu,CSE543,2,1,67
mni8737@lionstate.edu,CMPEN331,1,1,77
mth7915@lionstate.edu,CMPSC465,1,1,82
pfa7621@lionstate.edu,IST128,2,1,65
mcr6774@lionstate.edu,CMPEN441,2,1,100
mve7191@lionstate.edu,CHEM112,1,1,97
mti9840@lionstate.edu,CHEM111,2,1,61
lbo3169@lionstate.edu,CMPEN441,1,1,66
lhi8879@lionstate.edu,CMPSC132,1,1,89
mni9530@lionstate.edu,PHYS211,2,1,75
kab2618@lionstate.edu,CMPSC475,2,1,81
ttu9759@lionstate.edu,CMPSC131,2,1,67
mru8732@lionstate.edu,EE311,2,1,83
mau5121@lionstate.edu,DS120,1,1,65
mre1486@lionstate.edu,CMPEN411,2,1,95
osi6913@lionstate.edu,CMPSC131,2,1,93
mis3774@lionstate.edu,PHYS213,2,1,66
mje1517@lionstate.edu,CMPEN351,2,1,71
pwh2002@lionstate.edu,CMPSC475,2,1,94
job4068@lionstate.edu,STAT319,1,1,74
nsp6459@lionstate.edu,CMPSC465,1,1,95
vre1108@lionstate.edu,MATH231,1,1,94
mko8498@lionstate.edu,ECON102,1,1,81
mje1294@lionstate.edu,ECON101,1,1,91
kpa6358@lionstate.edu,STAT415,2,1,66
mem5259@lionstate.edu,MATH231,2,1,96
lhe3177@lionstate.edu,EE211,2,1,93
kan9497@lionstate.edu,EE352,2,1,71
wan2968@lionstate.edu,CHEM112,2,1,69
lad3683@lionstate.edu,DS220,2,1,74
kly7755@lionstate.edu,CHEM110,2,1,80
jha3938@lionstate.edu,CMPEN362,1,1,89
sbr1332@lionstate.edu,IST110,2,1,65
kba3474@lionstate.edu,MATH230,1,1,64
lvo2571@lionstate.edu,PHYS211,2,1,66
mtr1113@lionstate.edu,CMPEN431,2,1,60
zpr3563@lionstate.edu,STAT318,1,1,74
mru2747@lionstate.edu,CMPSC465,2,1,92
wsm1648@lionstate.edu,CMPSC465,2,1,63
lwi5095@lionstate.edu,PHYS211,2,1,79
msh2018@lionstate.edu,CHEM112,1,1,61
jco7511@lionstate.edu,ECON101,1,1,87
mja4678@lionstate.edu,STAT415,1,1,86
jzi6855@lionstate.edu,CMPEN411,2,1,65
vol8061@lionstate.edu,CSE543,2,1,70
kst3418@lionstate.edu,CMPEN362,1,1,62
wsc7930@lionstate.edu,MATH231,1,1,76
mda7609@lionstate.edu,DS220,1,1,80
thi1019@lionstate.edu,CSE583,2,1,92
mhe4861@lionstate.edu,ECON102,1,1,77
mha1378@lionstate.edu,EE311,1,1,60
wwi6147@lionstate.edu,PHYS211,2,1,94
mke9858@lionstate.edu,EE311,1,1,81
ubr7160@lionstate.edu,MATH141,2,1,66
lhe8423@lionstate.edu,STAT415,2,1,74
kfe1479@lionstate.edu,IST128,1,1,88
sbr8378@lionstate.edu,CHEM112,1,1,80
mno6831@lionstate.edu,IST110,2,1,87
tku9442@lionstate.edu,EE211,1,1,60
ibe6293@lionstate.edu,EE320,1,1,85
osa9043@lionstate.edu,PHYS214,2,1,69
nef4231@lionstate.edu,CHEM112,1,1,80
vgr9708@lionstate.edu,CMPEN331,2,1,88
mra2135@lionstate.edu,CMPSC431W,1,1,64
kma6272@lionstate.edu,ECON101,2,1,97
sja8550@lionstate.edu,EE211,1,1,83
wra7675@lionstate.edu,EE320,2,1,76
mro4234@lionstate.edu,CMPEN351,2,1,81
mgr9180@lionstate.edu,EE320,1,1,60
lha7423@lionstate.edu,STAT415,2,1,97
jgu4126@lionstate.edu,MATH141,1,1,75
oko6508@lionstate.edu,MATH141,2,1,83
mwe9386@lionstate.edu,CMPSC132,1,1,78
sma8371@lionstate.edu,CMPSC131,1,1,61
mni4053@lionstate.edu,CMPEN431,1,1,60
rma4418@lionstate.edu,CMPSC311,2,1,92
jli6782@lionstate.edu,CMPEN362,2,1,76
mli4220@lionstate.edu,PHYS213,1,1,79
phe8657@lionstate.edu,STAT318,2,1,71
mal7301@lionstate.edu,ECON201,1,1,92
ppu8310@lionstate.edu,CMPSC221,1,1,76
vke5227@lionstate.edu,PHYS212,1,1,90
rob6329@lionstate.edu,ECON102,1,1,96
tfa8623@lionstate.edu,CMPSC431W,1,1,92
pmi9309@lionstate.edu,CMPSC465,2,1,72
kru3278@lionstate.edu,MATH231,2,1,80
mty9244@lionstate.edu,CMPEN362,1,1,95
twi9118@lionstate.edu,PHYS211,2,1,63
ole5149@lionstate.edu,CMPEN270,2,1,73
jwa8464@lionstate.edu,CMPSC431W,1,1,74
oku5496@lionstate.edu,EE210,2,1,81
psh1860@lionstate.edu,EE210,1,1,77
smu1729@lionstate.edu,STAT415,2,1,76
tdi3644@lionstate.edu,EE210,2,1,97
sma4679@lionstate.edu,CMPSC360,2,1,71
jpa9861@lionstate.edu,ECON102,2,1,69
mga8559@lionstate.edu,EE311,2,1,68
sgu3389@lionstate.edu,ECON102,2,1,65
lor8820@lionstate.edu,IST128,2,1,63
jst3903@lionstate.edu,CSE543,2,1,74
mer6665@lionstate.edu,CMPSC221,2,1,96
mbr3753@lionstate.edu,CMPSC431W,2,1,100
sgo5481@lionstate.edu,MATH141,1,1,63
lto2510@lionstate.edu,CSE583,1,1,100
wcr6243@lionstate.edu,PHYS211,1,1,76
mma8740@lionstate.edu,CMPEN270,1,1,64
mam7283@lionstate.edu,EE353,2,1,90
jni8513@lionstate.edu,MATH141,1,1,94
mha9412@lionstate.edu,CMPSC475,1,1,99
jhi5936@lionstate.edu,CHEM112,1,1,66
spa3052@lionstate.edu,CMPSC465,2,1,82
vno9310@lionstate.edu,CMPEN441,2,1,84
mja6189@lionstate.edu,CHEM111,2,1,83
mhe4177@lionstate.edu,CSE543,2,1,79
mpr9723@lionstate.edu,EE210,1,1,95
mja3480@lionstate.edu,MATH141,2,1,75
mpe6095@lionstate.edu,PHYS211,2,1,88
mre4504@lionstate.edu,CHEM110,2,1,88
kke9934@lionstate.edu,EE320,1,1,83
mmu3939@lionstate.edu,EE212,1,1,70
jre6232@lionstate.edu,CHEM111,1,1,71
rqu7150@lionstate.edu,CMPEN362,1,1,65
tfa8479@lionstate.edu,CMPSC221,1,1,62
jdi5599@lionstate.edu,PHYS214,2,1,96
jsm3398@lionstate.edu,STAT415,2,1,91
mtr9030@lionstate.edu,STAT415,2,1,81
tbe7837@lionstate.edu,EE353,1,1,88
mja9711@lionstate.edu,EE352,1,1,63
sle7671@lionstate.edu,CHEM110,2,1,81
wgu6997@lionstate.edu,IST128,2,1,72
lba8615@lionstate.edu,STAT319,1,1,81
kwe2447@lionstate.edu,CMPEN411,2,1,69
ldu5279@lionstate.edu,CMPSC431W,2,1,87
nbe7364@lionstate.edu,CMPEN411,1,1,94
rke3219@lionstate.edu,EE320,2,1,100
vpr8721@lionstate.edu,DS120,1,1,90
mbr8262@lionstate.edu,MATH140,2,1,68
rha9484@lionstate.edu,EE352,1,1,72
lwi3851@lionstate.edu,MATH230,2,1,61
mei3995@lionstate.edu,STAT415,2,1,71
mpf9660@lionstate.edu,CMPSC465,1,1,92
ust9264@lionstate.edu,CMPSC475,2,1,89
mad9712@lionstate.edu,MATH140,2,1,84
mko2134@lionstate.edu,CMPSC132,1,1,70
mad4966@lionstate.edu,MATH141,2,1,61
vyu4473@lionstate.edu,STAT319,2,1,92
lwe4861@lionstate.edu,EE311,2,1,91
nba2747@lionstate.edu,STAT319,2,1,87
mke8007@lionstate.edu,CMPSC448,1,1,77
rwa1680@lionstate.edu,ECON102,2,1,93
mru5673@lionstate.edu,CMPEN441,1,1,79
kzi2319@lionstate.edu,IST110,2,1,81
mla8288@lionstate.edu,IST128,1,1,94
jdo5653@lionstate.edu,CMPSC311,1,1,72
lku1009@lionstate.edu,EE210,1,1,82
jko6802@lionstate.edu,EE353,1,1,89
jwe6460@lionstate.edu,STAT415,2,1,71
jkr6557@lionstate.edu,CMPSC465,1,1,93
mni2107@lionstate.edu,EE311,2,1,89
pha6738@lionstate.edu,EE311,1,1,63
jle1023@lionstate.edu,CMPEN351,1,1,66
mje1028@lionstate.edu,CMPEN351,2,1,83
nsi9812@lionstate.edu,CSE543,1,1,60
lra3866@lionstate.edu,EE311,2,1,89
mes5352@lionstate.edu,CMPSC431W,1,1,94
mci7103@lionstate.edu,CHEM110,2,1,88
jke2667@lionstate.edu,CHEM110,1,1,75
kqu2179@lionstate.edu,MATH231,1,1,86
tpr8421@lionstate.edu,CMPSC221,1,1,78
mel3476@lionstate.edu,CMPEN270,1,1,63
kbe8997@lionstate.edu,IST110,2,1,71
sro2588@lionstate.edu,EE210,1,1,93
jha1078@lionstate.edu,STAT319,2,1,87
spr5193@lionstate.edu,CSE583,2,1,89
pmu4370@lionstate.edu,MATH140,1,1,100
tle9077@lionstate.edu,DS220,2,1,84
imu2857@lionstate.edu,CMPSC475,2,1,72
sdo9870@lionstate.edu,CMPEN351,2,1,71
pok5286@lionstate.edu,CMPSC448,1,1,100
wo'7278@lionstate.edu,CMPSC465,1,1,84
mci5246@lionstate.edu,ECON201,1,1,63
mma4189@lionstate.edu,CHEM110,2,1,61
nbe3401@lionstate.edu,CMPSC475,1,1,72
mmi9822@lionstate.edu,EE353,1,1,70
vho3800@lionstate.edu,EE210,2,1,90
mid8120@lionstate.edu,CMPSC465,2,1,69
jst5934@lionstate.edu,CMPEN331,2,1,72
mtr4908@lionstate.edu,EE210,1,1,95
oha3028@lionstate.edu,EE330,2,1,99
jbo2807@lionstate.edu,CHEM112,2,1,82
jcr6700@lionstate.edu,CMPSC431W,2,1,83
ksa5709@lionstate.edu,CMPSC311,2,1,74
sbe8426@lionstate.edu,CMPEN362,2,1,80
mru1547@lionstate.edu,CHEM111,2,1,97
sni6517@lionstate.edu,EE311,2,1,95
mgu2556@lionstate.edu,CHEM111,1,1,94
mde6918@lionstate.edu,CMPEN331,1,1,98
jku6715@lionstate.edu,DS120,1,1,72
kda1105@lionstate.edu,CMPSC475,2,1,65
mot4366@lionstate.edu,STAT319,1,1,96
mgu4156@lionstate.edu,CSE543,1,1,65
sre9441@lionstate.edu,EE330,1,1,73
mwa9361@lionstate.edu,CSE583,2,1,66
lto9285@lionstate.edu,PHYS211,1,1,88
scr5917@lionstate.edu,CMPEN431,1,1,88
mal6483@lionstate.edu,CMPEN331,1,1,100
mbe7846@lionstate.edu,MATH141,2,1,78
tbo6140@lionstate.edu,EE210,2,1,62
ycr2698@lionstate.edu,DS220,1,1,90
nla5784@lionstate.edu,CMPSC465,2,1,74
mgo7391@lionstate.edu,CMPSC475,2,1,100
jca6758@lionstate.edu,PHYS211,1,1,93
mro5260@lionstate.edu,EE210,1,1,98
mja5716@lionstate.edu,EE212,2,1,80
lmc7976@lionstate.edu,CMPSC131,2,1,74
mte9606@lionstate.edu,ECON201,2,1,87
mor8879@lionstate.edu,ECON201,2,1,78
mlo6731@lionstate.edu,MATH141,1,1,91
mgr1249@lionstate.edu,CMPEN362,1,1,63
lly4642@lionstate.edu,MATH141,1,1,63
mdo7786@lionstate.edu,CMPEN362,1,1,83
jdi6068@lionstate.edu,CMPSC360,2,1,72
sko1421@lionstate.edu,MATH141,1,1,62
mtr7454@lionstate.edu,CHEM110,2,1,62
mmc4653@lionstate.edu,CMPSC131,2,1,65
tdo6032@lionstate.edu,CMPSC431W,2,1,89
spa6019@lionstate.edu,CMPSC221,1,1,86
mli3321@lionstate.edu,MATH141,1,1,86
kcr5457@lionstate.edu,DS120,2,1,71
ld'3923@lionstate.edu,CHEM112,2,1,76
oca4581@lionstate.edu,IST128,2,1,79
jhe3279@lionstate.edu,MATH231,1,1,87
ogo3872@lionstate.edu,CMPSC475,1,1,99
mar6527@lionstate.edu,CMPEN351,2,1,71
kks7927@lionstate.edu,CMPEN411,2,1,94
jja6275@lionstate.edu,CHEM111,1,1,78
lha1165@lionstate.edu,CMPEN431,1,1,83
lro5092@lionstate.edu,EE330,2,1,61
xbe4075@lionstate.edu,CMPSC221,1,1,93
mbe5897@lionstate.edu,STAT319,1,1,70
msp2396@lionstate.edu,PHYS214,2,1,81
lma3997@lionstate.edu,EE353,2,1,94
jad9991@lionstate.edu,EE212,2,1,91
zok8115@lionstate.edu,EE320,2,1,82
lra5429@lionstate.edu,EE212,1,1,66
kto3075@lionstate.edu,ECON102,1,1,64
lha1007@lionstate.edu,CMPSC448,1,1,85
mja6914@lionstate.edu,CMPEN270,2,1,64
mo'2102@lionstate.edu,CHEM112,1,1,66
mra9348@lionstate.edu,STAT319,1,1,85
rra2944@lionstate.edu,CMPEN411,1,1,82
sei2746@lionstate.edu,EE211,2,1,70
jma9081@lionstate.edu,MATH231,1,1,89
zgo6248@lionstate.edu,DS220,2,1,61
mte5290@lionstate.edu,CHEM112,1,1,67
khe4237@lionstate.edu,DS220,1,1,91
rto9639@lionstate.edu,CMPSC132,1,1,94
mco4950@lionstate.edu,EE311,1,1,94
ocr4281@lionstate.edu,ECON201,2,1,89
ppo3674@lionstate.edu,CMPSC132,2,1,87
sro6593@lionstate.edu,MATH141,1,1,99
mbe8122@lionstate.edu,PHYS214,2,1,96
mta1412@lionstate.edu,EE211,2,1,79
ssc5113@lionstate.edu,EE210,2,1,75
lto8681@lionstate.edu,ECON201,1,1,88
mmo9633@lionstate.edu,STAT318,2,1,66
mku3286@lionstate.edu,CMPSC311,1,1,64
jku4357@lionstate.edu,CSE583,1,1,99
lcr9996@lionstate.edu,CMPSC131,2,1,63
jst7299@lionstate.edu,MATH231,1,1,89
ssc3796@lionstate.edu,MATH140,2,1,67
mad5228@lionstate.edu,PHYS213,2,1,100
swa2238@lionstate.edu,CHEM111,1,1,77
sma7982@lionstate.edu,DS120,2,1,87
khe2935@lionstate.edu,ECON101,2,1,71
kri6727@lionstate.edu,CHEM112,1,1,87
kor8639@lionstate.edu,PHYS213,2,1,63
mfi6371@lionstate.edu,CMPSC311,2,1,63
mkr4574@lionstate.edu,IST128,2,1,63
smu8714@lionstate.edu,ECON102,2,1,88
rbi9155@lionstate.edu,CMPSC132,1,1,93
jro5974@lionstate.edu,EE330,1,1,73
ktr6772@lionstate.edu,EE352,1,1,77
wda9016@lionstate.edu,CHEM112,2,1,84
rfa8532@lionstate.edu,CMPSC311,1,1,65
mne6555@lionstate.edu,CMPEN351,2,1,90
sre4987@lionstate.edu,CMPEN270,2,1,61
tmc7639@lionstate.edu,ECON201,2,1,85
lsc9165@lionstate.edu,DS220,1,1,99
rra4659@lionstate.edu,IST110,2,1,99
qjo2835@lionstate.edu,CMPSC461,1,1,66
jpr1678@lionstate.edu,ECON101,1,1,90
msm4734@lionstate.edu,STAT318,2,1,86
smc5761@lionstate.edu,CMPEN270,2,1,100
mpo6230@lionstate.edu,CMPSC311,2,1,98
mda7325@lionstate.edu,CMPEN411,1,1,86
mcr8647@lionstate.edu,STAT319,2,1,86
wan5226@lionstate.edu,CMPEN351,2,1,67
mpa1579@lionstate.edu,CMPSC360,1,1,85
mde4739@lionstate.edu,CMPEN362,1,1,81
rhu1999@lionstate.edu,EE211,1,1,63
mco7612@lionstate.edu,CHEM112,2,1,63
jha8710@lionstate.edu,EE212,1,1,90
ivo1134@lionstate.edu,CMPEN362,1,1,83
ire9271@lionstate.edu,PHYS211,1,1,63
mro8475@lionstate.edu,CHEM110,2,1,78
rro5798@lionstate.edu,CMPSC448,2,1,86
rhu3482@lionstate.edu,EE353,2,1,94
mja6117@lionstate.edu,DS120,2,1,79
mma4302@lionstate.edu,ECON201,1,1,97
mam2014@lionstate.edu,CMPEN331,2,1,75
mzi4705@lionstate.edu,CMPEN362,1,1,78
kmc2382@lionstate.edu,CHEM110,1,1,95
omu5991@lionstate.edu,CMPSC221,2,1,86
jma1975@lionstate.edu,MATH230,2,1,83
jke6352@lionstate.edu,CMPEN431,1,1,92
rle2901@lionstate.edu,CMPEN362,2,1,63
mgr5494@lionstate.edu,IST128,2,1,72
lbe3921@lionstate.edu,DS120,2,1,60
ppa6961@lionstate.edu,PHYS211,2,1,63
swa7358@lionstate.edu,CSE583,1,1,69
lmo1800@lionstate.edu,DS220,2,1,70
mha4751@lionstate.edu,EE211,1,1,89
kwi7687@lionstate.edu,CMPSC311,2,1,75
swi5077@lionstate.edu,EE211,2,1,82
rla2797@lionstate.edu,IST110,2,1,63
sbr3123@lionstate.edu,EE211,1,1,93
lmo4016@lionstate.edu,MATH141,1,1,66
mmc7342@lionstate.edu,STAT319,2,1,64
mzi8291@lionstate.edu,CHEM110,2,1,73
mom6938@lionstate.edu,CSE583,1,1,61
msc9287@lionstate.edu,ECON101,2,1,81
wru8295@lionstate.edu,DS120,2,1,79
