aga6525@lionstate.edu,h5rqfz6v,Amara Gaylord,22,F,PHYS,780 East Redwood Drive ,30078,0
ami4349@lionstate.edu,viq0h6xe,Americo Mitchell,19,M,MATH,9498 Newport Ave. ,62320,0
abr9092@lionstate.edu,tr7phe04,Alivia Brown DDS,21,F,CHEM,780 East Redwood Drive ,33035,0
ahe1989@lionstate.edu,t4v6sg4w,Alexane Hermann,21,F,ECON,88 Harrison Street ,60613,0
ade2931@lionstate.edu,pt2zj3ku,Amaya Denesik,19,F,CHEM,639 Princeton Rd. ,62530,0
awi2065@lionstate.edu,9gbzyxsk,Andre Will,22,F,CMPSC,8687 N. Sleepy Hollow Court ,51573,0
lje9488@lionstate.edu,p7yiphsy,Lenna Jewess Sr.,19,F,DS,7313 Stillwater Lane ,31216,0
rbr2525@lionstate.edu,mn60ih69,Rosie Bruen,21,M,CSE,453 North Elm Dr. ,61252,0
ldi6656@lionstate.edu,1vnxmx51,Lorenzo Dickens,19,M,CSE,8131 Elizabeth Ave. ,50515,0
mdi4539@lionstate.edu,cjiicgr5,Marjorie Dickinson,19,F,CMPEN,963 Court Road ,32925,0
kfa9089@lionstate.edu,m0bdut14,Keon Fadel,21,M,CMPEN,7764 Union Avenue ,94601,0
pzi2408@lionstate.edu,7j7rei4g,Penelope Ziemann,22,F,STAT,185 E. Trenton Street ,85354,0
mru3359@lionstate.edu,2mjlwhvc,Maximilian Ruecker,21,M,CSE,308 Mammoth Dr. ,34609,0
sco1712@lionstate.edu,p8ieksdz,Samanta Collier,18,M,CSE,7297 Applegate St. ,30523,0
tpa5190@lionstate.edu,od1asurx,Tyree Pacocha,22,M,CHEM,7529 Old Sunset Road ,34210,0
ihi8422@lionstate.edu,d5mus3og,Ima Hilll,22,F,CHEM,9498 Newport Ave. ,80652,0
mel3938@lionstate.edu,61ip5i1a,Miss Ellsworth Goyette,20,M,IST,266 Second Street ,52776,0
pri2221@lionstate.edu,09vhc6ga,Pasquale Ritchie,21,M,IST,232 W. Homewood Ave. ,52571,0
nku3451@lionstate.edu,1vpw660p,Nicolas Kunde,19,F,CMPSC,83 Corona Street ,96132,0
jze6681@lionstate.edu,9z5xs7i4,Jaunita Zemlak,22,M,CHEM,6 Andover Dr. ,20390,0
jpa6316@lionstate.edu,6f4h1qhw,Jaunita Paucek,18,F,CMPSC,7297 Applegate St. ,91106,0
lke7167@lionstate.edu,i15k2z5c,Luisa Keebler,21,F,STAT,251 West Sheffield Drive ,94947,0
kst7090@lionstate.edu,a31lbs06,Karli Streich DDS,20,M,EE,9236 El Dorado St. ,30339,0
mst7516@lionstate.edu,xbodkb1p,Miss Stanton Hyatt,20,F,PHYS,63 Lake Forest Road ,32164,0
ihu2594@lionstate.edu,c6m8qq2y,Isobel Hudson,20,F,CMPSC,9408 Anderson Court ,81240,0
sma8389@lionstate.edu,cyr5laao,Shaun Marvin,20,F,STAT,8985 Cambridge Ave. ,72852,0
jsc7283@lionstate.edu,juqc63zz,Justina Schuster,19,M,DS,285 Dogwood Drive ,95337,0
mbl5527@lionstate.edu,iqt9wnaq,Manuela Blick,18,F,STAT,963 Court Road ,50231,0
rmc1213@lionstate.edu,zibhv380,Reina McLaughlin Jr.,18,F,DS,7313 Stillwater Lane ,86042,0
mge3655@lionstate.edu,hhoz4znw,Miss Gennaro Torphy,18,F,EE,863 Stillwater Road ,46347,0
kca7584@lionstate.edu,o19o3kra,Kaleb Carter MD,20,M,CMPEN,639 Princeton Rd. ,80816,0
rhi3330@lionstate.edu,cz4rv678,Reva Hirthe,18,F,CSE,141 Gulf Rd. ,47469,0
jha3634@lionstate.edu,e3gvatua,Jennie Haag,19,M,IST,185 E. Trenton Street ,85251,0
mse3018@lionstate.edu,t97xa8jr,Mikayla Senger,21,F,EE,7313 Stillwater Lane ,94107,0
jle7688@lionstate.edu,hza255xn,Janis Leffler,20,M,MATH,182 Spring Street ,91203,0
mre6097@lionstate.edu,u50mz2ki,Maverick Rempel,22,F,MATH,7195 North Canterbury Circle ,52737,0
mar7316@lionstate.edu,ql6wokcz,Myrtice Armstrong,20,F,ECON,7313 Stillwater Lane ,46324,0
rbo4096@lionstate.edu,6ch26zsv,Roy Boehm,22,F,CMPEN,91 S. Gartner Street ,62358,0
jco8261@lionstate.edu,zrziiod8,Jackie Considine,19,F,CMPSC,91 S. Gartner Street ,50851,0
kgu3649@lionstate.edu,c6zw7xeq,Kristofer Gusikowski,21,M,DS,9408 Anderson Court ,92008,0
lgr2017@lionstate.edu,td7qer7k,Letitia Graham,19,F,STAT,3 North Linden Ave. ,61274,0
sgr6837@lionstate.edu,885lnlgn,Skye Graham,22,F,CMPEN,266 Second Street ,95425,0
tpr4269@lionstate.edu,3w4nls9b,Thora Predovic Sr.,19,F,CMPSC,285 Dogwood Drive ,47434,0
sbo2144@lionstate.edu,9yzoqecx,Suzanne Botsford,19,F,CMPEN,3 North Linden Ave. ,85192,0
mha5312@lionstate.edu,ldrwndyy,Mr. Hallie Crooks,18,M,ECON,78 South Brewery Ave. ,30755,0
vsa8991@lionstate.edu,zagzjbh5,Vilma Sauer,22,M,PHYS,120 Heritage Lane ,30113,0
mma8341@lionstate.edu,5zsqvzsa,Mrs. Marlee Ward,21,M,CMPSC,7195 North Canterbury Circle ,6066,0
tgl2369@lionstate.edu,mujxipgm,Theresa Glover,21,M,STAT,708 York Dr. ,80615,0
mku3151@lionstate.edu,5tplvmde,Meredith Kuhlman DVM,22,M,MATH,336 Myrtle Street ,62888,0
sal4395@lionstate.edu,h4hxgcq7,Santino Altenwerth,21,F,MATH,8378 West Pulaski Ave. ,83616,0
kni2503@lionstate.edu,56evzicb,Kiley Nienow PhD,20,F,MATH,285 Dogwood Drive ,92624,0
jki2803@lionstate.edu,8axiqzsa,Joe Kirlin DDS,21,M,CSE,87 Vermont St. ,50654,0
mdu3807@lionstate.edu,7zez3zsk,Malvina DuBuque,18,F,ECON,88 Harrison Street ,81332,0
mch6748@lionstate.edu,7vx7covg,Mrs. Chasity Schamberger,20,M,CMPSC,7450 West Manchester Street ,95231,0
lla3945@lionstate.edu,yt1zlei9,Lucius Lakin,20,F,PHYS,7130 Longfellow Dr. ,32359,0
mre5662@lionstate.edu,1c8zbevj,Mariane Reilly,22,M,IST,453 North Elm Dr. ,52569,0
tba6345@lionstate.edu,0m29rudy,Tara Baumbach,19,M,CSE,963 Court Road ,46310,0
wmo7407@lionstate.edu,vohtstyp,Wilfred Moen,20,M,PHYS,7529 Old Sunset Road ,72383,0
jbr7032@lionstate.edu,rhw24sr5,Jodie Brekke Sr.,21,M,CHEM,8985 Cambridge Ave. ,96103,0
ko'2102@lionstate.edu,88zlsj5j,Kristopher O'Connell,21,F,CMPSC,7764 Union Avenue ,30341,0
zjo1462@lionstate.edu,t2ujdmui,Zackary Johnson,18,F,ECON,7297 Applegate St. ,94107,0
mba9287@lionstate.edu,obmm3eek,Max Bashirian,18,F,ECON,608 North Addison St. ,32754,0
mru3829@lionstate.edu,xkuhje6t,Marietta Runolfsson,21,F,CMPSC,708 York Dr. ,33778,0
mde6603@lionstate.edu,kr7ql6nc,Ms. Devante Frami,21,F,CHEM,7195 North Canterbury Circle ,93004,0
kmi8049@lionstate.edu,re55bd6w,Kali Mills,19,M,MATH,185 E. Trenton Street ,51031,0
sgl1030@lionstate.edu,lfd2z2k3,Shaun Glover,22,F,IST,182 Spring Street ,61742,0
mst1558@lionstate.edu,t2xd9avn,Mariana Stokes,19,M,MATH,266 Second Street ,32780,0
tmo8266@lionstate.edu,7i18zf4n,Tommie Mosciski,22,F,CMPSC,9408 Anderson Court ,30473,0
jgr3574@lionstate.edu,xms08kb4,Jailyn Green,22,M,CHEM,7195 North Canterbury Circle ,30410,0
ycr1322@lionstate.edu,wagux3h8,Yessenia Crona,21,M,CMPSC,120 Heritage Lane ,52737,0
sst9336@lionstate.edu,8z5pnlui,Serena Stiedemann,22,F,EE,8378 West Pulaski Ave. ,52555,0
rbo1548@lionstate.edu,2xpz77r8,Ressie Boyer,21,M,CMPEN,9659 Rosewood Drive ,31701,0
zre8115@lionstate.edu,cqu4oqqk,Zackery Reynolds,20,F,CHEM,185 E. Trenton Street ,51005,0
rch5723@lionstate.edu,tqdgdwnl,Robb Christiansen,22,M,EE,798 North Euclid Drive ,60551,0
jtu5218@lionstate.edu,pjjaks2g,Joaquin Turner,21,M,DS,7313 Stillwater Lane ,95388,0
lob8984@lionstate.edu,bn47qlis,Lucy Oberbrunner,21,M,CHEM,4 Old Academy Drive ,80229,0
tru4888@lionstate.edu,h6czyxwt,Trudie Runte,18,F,EE,361 E. Sierra Street ,61570,0
lru4870@lionstate.edu,a62i6pl3,Lambert Russel,22,F,MATH,453 North Elm Dr. ,80433,0
xgr6403@lionstate.edu,sxbpeq1n,Xavier Greenfelder V,20,M,CHEM,6 Andover Dr. ,90240,0
mel4420@lionstate.edu,lscmydj9,Mr. Elta Hammes,18,F,IST,9498 Newport Ave. ,62571,0
lre4938@lionstate.edu,9itfmlss,Lucas Reinger,19,F,PHYS,251 West Sheffield Drive ,30728,0
she6009@lionstate.edu,468vx2eo,Shyanne Heller,22,F,CMPSC,91 S. Gartner Street ,50864,0
lan4217@lionstate.edu,pyu1l9vk,Lorena Anderson,21,M,PHYS,3 North Linden Ave. ,60423,0
msc4152@lionstate.edu,pw8rw005,Marlene Schulist,22,F,ECON,4 Old Academy Drive ,46590,0
tba6085@lionstate.edu,hluyeul5,Tobin Balistreri,22,F,STAT,3 North Linden Ave. ,33169,0
mmu4907@lionstate.edu,6be7cy6j,Maudie Murphy,18,F,ECON,7130 Longfellow Dr. ,62049,0
tha7400@lionstate.edu,vcqhvrf4,Toy Hayes,18,M,DS,9498 Newport Ave. ,46310,0
kko5971@lionstate.edu,pzivzcis,Khalil Kovacek,18,F,CHEM,7529 Old Sunset Road ,52208,0
ndo9422@lionstate.edu,x66pet3n,Noble Dooley,19,M,CSE,9659 Rosewood Drive ,94957,0
sbr4537@lionstate.edu,21appxs5,Sammy Braun,21,M,STAT,91 S. Gartner Street ,33136,0
rru5828@lionstate.edu,pg6loq0c,Rubie Runolfsson,20,M,MATH,8687 N. Sleepy Hollow Court ,30545,0
mma5417@lionstate.edu,ho1589h3,Mr. Mable Prosacco,18,M,DS,63 Lake Forest Road ,61242,0
mre1388@lionstate.edu,7wkpb4f4,Mrs. Reba Heller,18,F,PHYS,18 Lakeview Street ,81242,0
lgi1280@lionstate.edu,bnq1qmcv,Louisa Gislason,19,M,CHEM,7764 Union Avenue ,96761,0
jor1361@lionstate.edu,1ycbd4va,Jalen Orn,19,M,CSE,7313 Stillwater Lane ,95547,0
mar8229@lionstate.edu,fba3ls3l,Miss Ardith Jerde,19,F,CMPSC,708 York Dr. ,91343,0
mcu4958@lionstate.edu,65t6knui,Marianna Cummings,21,M,PHYS,120 Heritage Lane ,47983,0
rsc2927@lionstate.edu,fcksdooc,Ryan Schuster,18,M,CSE,8131 Elizabeth Ave. ,32024,0
myv4130@lionstate.edu,p5xjrgpy,Mr. Yvette Gislason,22,M,IST,8687 N. Sleepy Hollow Court ,72432,0
mvo3769@lionstate.edu,hxmroy2c,Mohammed Von,22,F,DS,3 North Linden Ave. ,30467,0
vwi2326@lionstate.edu,wi14inop,Vivien Will,21,F,CMPEN,780 East Redwood Drive ,62087,0
nre9702@lionstate.edu,o0u7wza2,Nadia Renner,19,F,ECON,6 Andover Dr. ,94512,0
mal1707@lionstate.edu,0we09v6f,Mrs. Albertha Kautzer,21,F,PHYS,780 East Redwood Drive ,81410,0
mco8919@lionstate.edu,1kwxyx73,Mossie Considine,20,F,IST,8985 Cambridge Ave. ,50238,0
lgo6567@lionstate.edu,28g2dueo,Lavina Goodwin,20,F,EE,232 W. Homewood Ave. ,33062,0
sha4650@lionstate.edu,5qe7bghc,Stefanie Haley,19,F,DS,120 Heritage Lane ,91915,0
mtu7648@lionstate.edu,s0t63ppx,Markus Turcotte DDS,18,M,CHEM,798 North Euclid Drive ,31771,0
lto6036@lionstate.edu,jajxpr7a,Loyce Torphy,21,M,IST,336 Myrtle Street ,93449,0
jwa5124@lionstate.edu,5x3nzy2o,Jeremie Watsica,22,M,IST,63 Lake Forest Road ,93240,0
kro8698@lionstate.edu,w8igr7b2,Kenyon Rohan,19,M,STAT,863 Stillwater Road ,30557,0
nfa5557@lionstate.edu,kh25zijo,Napoleon Fay,18,F,CSE,453 North Elm Dr. ,62666,0
md'3250@lionstate.edu,ryu3o2mq,Melvin D'Amore,22,M,DS,7195 North Canterbury Circle ,94070,0
mbr4721@lionstate.edu,n2dfub1z,Miss Brain Altenwerth,22,M,CSE,3 North Linden Ave. ,47340,0
mki9627@lionstate.edu,vdpmots3,Marcel Kihn,18,F,STAT,78 South Brewery Ave. ,6262,0
mka2323@lionstate.edu,fxkpjvr8,Ms. Katlynn Mills,22,M,CSE,259 Cleveland Road ,92887,0
oco4309@lionstate.edu,x4wzwl35,Olin Connelly,20,F,DS,863 Stillwater Road ,93631,0
kma2934@lionstate.edu,brhbtpp6,Kevin Mante,20,M,PHYS,336 Myrtle Street ,86433,0
jsc1133@lionstate.edu,c3ixaudm,Jerrold Schiller,18,M,IST,8378 West Pulaski Ave. ,93930,0
jwi1131@lionstate.edu,95kymlws,Juanita Wilderman,20,F,CHEM,9236 El Dorado St. ,50208,0
vla3135@lionstate.edu,jxdqxajo,Vernice Langworth,18,F,CSE,9659 Rosewood Drive ,47584,0
pha3837@lionstate.edu,704ilqhr,Pink Haag,19,M,STAT,358 Marvon Ave. ,81615,0
mda8856@lionstate.edu,mij0lo81,Miss Daren Kessler,19,M,CSE,8131 Elizabeth Ave. ,61740,0
jhe9677@lionstate.edu,2fi47lk3,Junior Heathcote,19,M,EE,285 Dogwood Drive ,72118,0
mwh8884@lionstate.edu,ylozvj4o,Mohammed White,19,F,EE,182 Spring Street ,72520,0
lda8145@lionstate.edu,fpqano7u,Lionel Daniel,20,F,DS,141 Gulf Rd. ,81623,0
mca2641@lionstate.edu,vvni2kh3,Mr. Catharine Johns,20,F,CMPEN,18 Lakeview Street ,96113,0
lgi8755@lionstate.edu,bc4le940,Lucile Gislason,20,M,STAT,182 Spring Street ,85085,0
mma7996@lionstate.edu,13kvwsjo,Ms. Malinda Greenfelder,19,F,ECON,232 W. Homewood Ave. ,6384,0
rco1350@lionstate.edu,gbqtku3c,Reyes Cormier,21,M,IST,7 Arch Court ,50153,0
mze1101@lionstate.edu,ro0wghzu,Miss Zechariah Kulas,20,F,PHYS,6 Andover Dr. ,32925,0
mle8029@lionstate.edu,c03gkbjx,Mrs. Leonard Bosco,22,F,EE,55 Hall St. ,6370,0
nhi9400@lionstate.edu,lo21i5t7,Nina Hilll,21,M,CHEM,8687 N. Sleepy Hollow Court ,92624,0
msc7404@lionstate.edu,fjh8si60,Maritza Schaefer,21,M,ECON,119 Harvey Street ,92024,0
mpf1895@lionstate.edu,93lugexr,Marlin Pfannerstill,19,M,EE,78 South Brewery Ave. ,31007,0
lja7548@lionstate.edu,f0kf14lp,Lulu Jakubowski,19,M,CMPSC,9498 Newport Ave. ,94965,0
sro1687@lionstate.edu,kb3tlio2,Skye Robel Jr.,20,F,CHEM,18 Lakeview Street ,80005,0
mti1005@lionstate.edu,pqq8z7sr,Mr. Tiana Glover,19,M,CSE,88 Harrison Street ,34470,0
lda3697@lionstate.edu,n7qps904,Leonor Davis,21,F,EE,639 Princeton Rd. ,62610,0
svo1567@lionstate.edu,72khyt24,Sterling Volkman Sr.,20,F,PHYS,655 East Branch Dr. ,50420,0
kfa7315@lionstate.edu,5wy4bon0,Kylie Fay,19,M,CMPSC,285 Dogwood Drive ,94547,0
rhe3959@lionstate.edu,meon7rzi,Robb Hegmann,18,F,PHYS,608 North Addison St. ,46181,0
vto8500@lionstate.edu,sls2audw,Victoria Toy II,18,M,STAT,860 Wakehurst Dr. ,6026,0
lul2667@lionstate.edu,ptc0b1y3,Lysanne Ullrich,19,M,EE,358 Marvon Ave. ,90017,0
lbe3298@lionstate.edu,95zc0rwz,Loma Becker PhD,22,M,STAT,285 Dogwood Drive ,62530,0
kba3267@lionstate.edu,zuqm5kpu,Karson Bashirian MD,22,M,CSE,7529 Old Sunset Road ,60043,0
rve7599@lionstate.edu,xwdu18y9,Rose Veum,19,M,CSE,308 Mammoth Dr. ,30215,0
mlo5294@lionstate.edu,oamszhnw,Miss Lora Will,22,F,CMPSC,185 E. Trenton Street ,33936,0
mjo3251@lionstate.edu,5ocovp3j,Mrs. Joanny Legros,22,M,CMPSC,26 Johnson St. ,52216,0
jfr4395@lionstate.edu,f9se8wwm,Josefina Frami,19,F,EE,8985 Cambridge Ave. ,72176,0
ltu9306@lionstate.edu,fws0qxaz,Luisa Turcotte,19,F,STAT,7450 West Manchester Street ,83815,0
jsw5249@lionstate.edu,kyknbv85,Jace Swift,19,M,MATH,285 Dogwood Drive ,47959,0
rfe9835@lionstate.edu,1dig79sf,Rae Feil,22,M,IST,285 Dogwood Drive ,60474,0
jst9690@lionstate.edu,nq4112q9,Joanny Stracke,20,F,EE,608 North Addison St. ,30701,0
kka3493@lionstate.edu,sgdlqet1,Kailyn Kassulke V,20,M,CMPSC,9498 Newport Ave. ,50634,0
mra5395@lionstate.edu,k6uyidbm,Ms. Raoul Lang,22,F,CMPSC,88 Harrison Street ,80631,0
ver7410@lionstate.edu,mk737jwg,Vella Ernser,19,F,CMPEN,798 North Euclid Drive ,6785,0
mlo6590@lionstate.edu,u9x7dz70,Ms. Lori Luettgen,22,F,CMPEN,91 S. Gartner Street ,47940,0
ldi8835@lionstate.edu,609akvrd,Lucienne Dicki MD,21,F,ECON,963 Court Road ,72513,0
jku5047@lionstate.edu,94qak42y,Jared Kunde,18,M,STAT,88 Harrison Street ,46760,0
ina3083@lionstate.edu,41gfy1ej,Isabel Nader,21,M,IST,6 Andover Dr. ,52341,0
pbe5438@lionstate.edu,skf5ui3q,Patsy Beer,20,M,PHYS,266 Second Street ,31623,0
rfr7251@lionstate.edu,dok8nl9x,Rosendo Friesen,20,F,CSE,9236 El Dorado St. ,32024,0
mni1754@lionstate.edu,1vfo45w7,Miss Nikki Kassulke,22,M,PHYS,8131 Elizabeth Ave. ,30275,0
sma6410@lionstate.edu,49xkwq6n,Savannah Maggio,20,M,CMPEN,120 Heritage Lane ,34491,0
lja5065@lionstate.edu,f2hkrocp,Lucinda Jakubowski,21,M,EE,185 E. Trenton Street ,33763,0
wru6659@lionstate.edu,f2ey91az,Wilfred Runolfsson,20,F,EE,639 Princeton Rd. ,60653,0
wle7976@lionstate.edu,ij8sdkw9,Wilma Legros,20,F,CSE,63 Lake Forest Road ,61377,0
jri3730@lionstate.edu,xmiiavzz,Julie Rice,19,M,CMPEN,336 Myrtle Street ,94041,0
nsc1496@lionstate.edu,4wks1yn1,Nettie Schowalter,21,M,ECON,182 Spring Street ,30034,0
msh8653@lionstate.edu,66krk2ow,Mr. Shanny Haag,18,M,ECON,9420 Tallwood Street ,31630,0
nan2109@lionstate.edu,8tayuxnr,Newton Ankunding,18,F,DS,495 Jockey Hollow Ave. ,72126,0
lsc8583@lionstate.edu,hrj3gm5t,Loyal Schamberger,21,F,EE,63 Lake Forest Road ,46148,0
sma9638@lionstate.edu,06f3jir4,Simone Mayert,18,M,STAT,8687 N. Sleepy Hollow Court ,95709,0
rro3378@lionstate.edu,euho4xy8,Roger Roob,18,F,PHYS,798 North Euclid Drive ,19936,0
lwo9519@lionstate.edu,l2c6cn16,Logan Wolf,20,M,IST,798 North Euclid Drive ,81024,0
ila1616@lionstate.edu,01idi3cu,Isaiah Lakin,19,F,EE,120 Heritage Lane ,52254,0
mgi5972@lionstate.edu,kz3zir6z,Miss Giovani Fisher,21,M,CMPSC,259 Cleveland Road ,66058,0
mor3944@lionstate.edu,ginqor0y,Muriel Orn Jr.,19,F,MATH,91 S. Gartner Street ,33001,0
pwi6256@lionstate.edu,to134xcj,Pinkie Wilkinson,21,F,STAT,119 Harvey Street ,32708,0
lma5523@lionstate.edu,lmddz47s,Lenny Mante,22,F,ECON,7 Arch Court ,6883,0
mja9477@lionstate.edu,zlergoka,Mr. Jaylin Kautzer,21,M,IST,91 S. Gartner Street ,30104,0
pco3542@lionstate.edu,g6gquwns,Pearlie Connelly,22,M,PHYS,358 Marvon Ave. ,61919,0
mfr1531@lionstate.edu,byrmhkrc,Michaela Frami,18,F,IST,8687 N. Sleepy Hollow Court ,83283,0
jbr5742@lionstate.edu,79r2lk38,Johnny Breitenberg I,18,F,CMPSC,88 Harrison Street ,47841,0
mad6762@lionstate.edu,v8a0upa6,Ms. Adah Bode,18,M,CSE,7313 Stillwater Lane ,83622,0
lfr5699@lionstate.edu,r5ewbudh,Lysanne Frami,19,M,PHYS,798 North Euclid Drive ,31567,0
jhu6059@lionstate.edu,8d3tdd6n,Jonathon Huel,22,M,EE,9659 Rosewood Drive ,30720,0
rba4716@lionstate.edu,6j8qtf9g,Reva Bayer,18,F,CSE,655 East Branch Dr. ,80453,0
mra1173@lionstate.edu,9tc1sf4b,Ms. Raina Schmidt,22,F,CSE,655 East Branch Dr. ,93455,0
mla7040@lionstate.edu,kv6p91kt,Marco Larson,20,M,PHYS,608 North Addison St. ,93207,0
mke5035@lionstate.edu,bisj7cvm,Mr. Kelton Kertzmann,21,F,PHYS,9659 Rosewood Drive ,62035,0
ncu7389@lionstate.edu,b09izvbz,Nicolas Cummerata,19,F,STAT,6 Andover Dr. ,80457,0
mjo9620@lionstate.edu,n4v8hqyq,Mrs. Joannie Dibbert,21,F,IST,7450 West Manchester Street ,60503,0
mei1629@lionstate.edu,qmpyhkgz,Mallie Eichmann,20,M,STAT,4 Old Academy Drive ,81248,0
mke4315@lionstate.edu,4zfuvuep,Mr. Keyshawn Cassin,18,M,PHYS,141 Gulf Rd. ,80720,0
myo1601@lionstate.edu,ixfwzeh2,Miss Yolanda Pfannerstill,22,M,CMPEN,182 Spring Street ,52588,0
jmc9625@lionstate.edu,fhsc0rqw,Jensen McDermott,18,M,EE,7195 North Canterbury Circle ,61323,0
ufa3951@lionstate.edu,yohr8drf,Ursula Fadel,22,F,MATH,185 E. Trenton Street ,83316,0
mre4255@lionstate.edu,dud61mbj,Madeline Renner,20,M,DS,860 Wakehurst Dr. ,62065,0
mba6793@lionstate.edu,yqz5bgrm,Mac Bailey,18,F,CHEM,232 W. Homewood Ave. ,80721,0
jku3642@lionstate.edu,dngxq5hi,Jakob Kuvalis,18,F,IST,266 Second Street ,62053,0
ysc5785@lionstate.edu,n5bplqw8,Yadira Schinner,18,M,CSE,88 Harrison Street ,52052,0
rfr5648@lionstate.edu,3phvh9ch,Roxanne Fritsch,22,M,CMPSC,18 Lakeview Street ,95699,0
no'3158@lionstate.edu,yko7qfpk,Nicolas O'Reilly,19,M,CSE,7529 Old Sunset Road ,95682,0
lco5380@lionstate.edu,zl5y07yb,Lisette Connelly,19,F,IST,63 Lake Forest Road ,80836,0
ohe2838@lionstate.edu,xa4qupgs,Orrin Herman IV,22,M,ECON,9420 Tallwood Street ,32509,0
jco2499@lionstate.edu,smelkveu,Jewel Cole,22,F,IST,7195 North Canterbury Circle ,50857,0
mmi5755@lionstate.edu,qfnrr7q6,Mariam Mills,19,F,CMPEN,461 Heather Street ,81067,0
jha5858@lionstate.edu,e44gixtz,Jasen Hand,19,M,DS,963 Court Road ,96818,0
ikr7411@lionstate.edu,wd6c5b8t,Irwin Kreiger,20,M,DS,7297 Applegate St. ,91950,0
tke8544@lionstate.edu,lcxh50pn,Thurman Kessler,21,F,DS,963 Court Road ,60515,0
tsc4447@lionstate.edu,ilnv4fc7,Tobin Schinner PhD,21,M,EE,7764 Union Avenue ,94305,0
kri1586@lionstate.edu,nejwj0g9,Karen Ritchie,20,M,DS,78 South Brewery Ave. ,85615,0
rkr9745@lionstate.edu,fbcoyeuk,Robert Krajcik,19,F,PHYS,708 York Dr. ,47558,0
sgr1392@lionstate.edu,jau0vvp1,Sophia Graham,21,M,CMPEN,232 W. Homewood Ave. ,62841,0
jlu8446@lionstate.edu,ekgc03iz,Judson Lubowitz,21,F,DS,461 Heather Street ,6762,0
kha2564@lionstate.edu,r6lql7ka,Kelly Harber,19,F,IST,78 South Brewery Ave. ,50560,0
mel9711@lionstate.edu,du07mr15,Mr. Elliott Gibson,18,F,DS,8687 N. Sleepy Hollow Court ,94933,0
jli1535@lionstate.edu,avrak6tf,Johnnie Little,19,M,IST,358 Marvon Ave. ,47385,0
swe4161@lionstate.edu,genhnfwu,Stephany Weissnat,18,F,PHYS,7130 Longfellow Dr. ,51007,0
kho2978@lionstate.edu,297q8crc,Kiley Howe,20,M,CMPSC,963 Court Road ,50120,0
mni8737@lionstate.edu,mvoktbee,Mariana Nicolas Jr.,19,F,CHEM,78 South Brewery Ave. ,32951,0
mth7915@lionstate.edu,u61545ij,Mr. Therese Sauer,18,M,STAT,780 East Redwood Drive ,30206,0
pfa7621@lionstate.edu,voqefyok,Pedro Fadel,20,F,CMPEN,8687 N. Sleepy Hollow Court ,93925,0
