ycr1322@lionstate.edu,CMPEN270,1
sst9336@lionstate.edu,CSE583,1
rbo1548@lionstate.edu,PHYS214,2
zre8115@lionstate.edu,CHEM110,2
rch5723@lionstate.edu,EE212,2
jtu5218@lionstate.edu,CMPSC221,2
lob8984@lionstate.edu,CMPEN270,2
tru4888@lionstate.edu,STAT414,1
lru4870@lionstate.edu,CMPSC475,2
xgr6403@lionstate.edu,PHYS212,2
mel4420@lionstate.edu,CSE583,2
lre4938@lionstate.edu,EE211,1
she6009@lionstate.edu,CMPEN351,1
lan4217@lionstate.edu,EE320,2
msc4152@lionstate.edu,DS120,2
tba6085@lionstate.edu,CMPSC461,1
mmu4907@lionstate.edu,STAT415,1
tha7400@lionstate.edu,EE212,1
kko5971@lionstate.edu,MATH141,2
ndo9422@lionstate.edu,EE211,1
sbr4537@lionstate.edu,EE353,2
rru5828@lionstate.edu,CMPEN431,2
mma5417@lionstate.edu,CMPSC131,1
mre1388@lionstate.edu,PHYS213,1
lgi1280@lionstate.edu,CHEM110,2
jor1361@lionstate.edu,CMPEN331,2
mar8229@lionstate.edu,CMPSC221,2
mcu4958@lionstate.edu,STAT414,2
rsc2927@lionstate.edu,IST110,1
myv4130@lionstate.edu,IST558,2
mvo3769@lionstate.edu,CMPSC132,1
vwi2326@lionstate.edu,IST110,1
nre9702@lionstate.edu,ECON101,2
mal1707@lionstate.edu,CMPEN441,2
mco8919@lionstate.edu,EE211,2
lgo6567@lionstate.edu,CSE543,2
sha4650@lionstate.edu,CMPEN351,1
mtu7648@lionstate.edu,EE311,2
lto6036@lionstate.edu,CSE583,1
jwa5124@lionstate.edu,CMPSC465,1
kro8698@lionstate.edu,EE211,2
nfa5557@lionstate.edu,STAT319,2
md'3250@lionstate.edu,IST110,2
mbr4721@lionstate.edu,EE353,2
mki9627@lionstate.edu,CMPEN411,2
mka2323@lionstate.edu,STAT319,1
oco4309@lionstate.edu,EE330,1
kma2934@lionstate.edu,CMPSC461,1
jsc1133@lionstate.edu,CMPSC221,2
jwi1131@lionstate.edu,EE311,1
vla3135@lionstate.edu,CMPSC311,2
pha3837@lionstate.edu,STAT318,1
mda8856@lionstate.edu,CMPEN454,1
jhe9677@lionstate.edu,PHYS214,1
mwh8884@lionstate.edu,EE330,2
lda8145@lionstate.edu,EE330,1
mca2641@lionstate.edu,CSE583,2
lgi8755@lionstate.edu,CSE583,1
mma7996@lionstate.edu,CMPSC475,1
rco1350@lionstate.edu,CSE543,1
mze1101@lionstate.edu,CMPSC311,1
mle8029@lionstate.edu,CMPSC461,1
nhi9400@lionstate.edu,CMPEN362,2
msc7404@lionstate.edu,MATH141,2
mpf1895@lionstate.edu,CMPSC431W,1
lja7548@lionstate.edu,MATH140,2
sro1687@lionstate.edu,CHEM111,1
mti1005@lionstate.edu,MATH231,1
lda3697@lionstate.edu,CMPSC497,1
svo1567@lionstate.edu,CMPSC132,2
kfa7315@lionstate.edu,IST558,1
rhe3959@lionstate.edu,CMPEN441,2
vto8500@lionstate.edu,EE212,2
lul2667@lionstate.edu,STAT319,1
lbe3298@lionstate.edu,EE330,1
kba3267@lionstate.edu,CMPEN331,1
rve7599@lionstate.edu,CMPSC221,1
mlo5294@lionstate.edu,CSE543,1
mjo3251@lionstate.edu,STAT319,2
jfr4395@lionstate.edu,EE340,2
ltu9306@lionstate.edu,CMPSC311,2
jsw5249@lionstate.edu,CMPSC132,2
rfe9835@lionstate.edu,CMPSC221,2
jst9690@lionstate.edu,EE352,1
kka3493@lionstate.edu,CHEM110,1
mra5395@lionstate.edu,EE330,1
ver7410@lionstate.edu,EE330,1
mlo6590@lionstate.edu,CMPEN454,2
ldi8835@lionstate.edu,CMPEN270,1
jku5047@lionstate.edu,DS220,2
ina3083@lionstate.edu,EE212,2
pbe5438@lionstate.edu,CMPEN362,2
rfr7251@lionstate.edu,PHYS213,2
mni1754@lionstate.edu,EE211,2
sma6410@lionstate.edu,CMPEN351,1
lja5065@lionstate.edu,DS220,2
wru6659@lionstate.edu,CMPSC221,1
wle7976@lionstate.edu,EE212,1
jri3730@lionstate.edu,CMPSC131,2
nsc1496@lionstate.edu,CMPEN441,2
msh8653@lionstate.edu,MATH141,2
nan2109@lionstate.edu,EE212,2
lsc8583@lionstate.edu,CMPSC132,2
sma9638@lionstate.edu,CMPSC465,1
rro3378@lionstate.edu,CSE583,1
lwo9519@lionstate.edu,STAT318,2
ila1616@lionstate.edu,PHYS211,1
mgi5972@lionstate.edu,CHEM112,2
mor3944@lionstate.edu,ECON101,2
pwi6256@lionstate.edu,CMPSC465,2
lma5523@lionstate.edu,CMPEN351,2
mja9477@lionstate.edu,IST558,2
pco3542@lionstate.edu,PHYS213,2
mfr1531@lionstate.edu,CMPEN351,1
jbr5742@lionstate.edu,MATH230,2
mad6762@lionstate.edu,CSE543,2
lfr5699@lionstate.edu,CHEM112,2
jhu6059@lionstate.edu,EE210,2
rba4716@lionstate.edu,EE210,1
mra1173@lionstate.edu,CMPSC465,1
mla7040@lionstate.edu,CMPSC431W,2
mke5035@lionstate.edu,EE330,1
ncu7389@lionstate.edu,CMPSC131,1
mjo9620@lionstate.edu,PHYS212,2
mei1629@lionstate.edu,ECON102,2
mke4315@lionstate.edu,MATH140,2
myo1601@lionstate.edu,CMPSC311,1
jmc9625@lionstate.edu,ECON201,2
ufa3951@lionstate.edu,EE210,1
mre4255@lionstate.edu,ECON102,2
mba6793@lionstate.edu,IST128,1
jku3642@lionstate.edu,EE353,1
ysc5785@lionstate.edu,CMPEN431,2
rfr5648@lionstate.edu,ECON201,2
no'3158@lionstate.edu,CHEM110,2
lco5380@lionstate.edu,EE320,2
ohe2838@lionstate.edu,CMPEN351,1
jco2499@lionstate.edu,CMPSC221,2
mmi5755@lionstate.edu,CMPSC448,2
jha5858@lionstate.edu,CHEM111,2
ikr7411@lionstate.edu,CSE583,2
tke8544@lionstate.edu,EE210,1
tsc4447@lionstate.edu,CMPSC360,2
kri1586@lionstate.edu,STAT318,2
rkr9745@lionstate.edu,CMPEN411,2
sgr1392@lionstate.edu,ECON101,1
jlu8446@lionstate.edu,ECON101,2
kha2564@lionstate.edu,PHYS214,1
mel9711@lionstate.edu,MATH231,1
jli1535@lionstate.edu,STAT414,1
swe4161@lionstate.edu,MATH231,2
kho2978@lionstate.edu,CSE543,2
mni8737@lionstate.edu,CMPEN331,1
mth7915@lionstate.edu,CMPSC465,1
pfa7621@lionstate.edu,IST128,2
mcr6774@lionstate.edu,CMPEN441,2
mve7191@lionstate.edu,CHEM112,1
kku3945@lionstate.edu,CMPSC497,1
oki8339@lionstate.edu,IST558,2
mti9840@lionstate.edu,CHEM111,2
lbo3169@lionstate.edu,CMPEN441,1
lhi8879@lionstate.edu,CMPSC132,1
mni9530@lionstate.edu,PHYS211,2
kab2618@lionstate.edu,CMPSC475,2
ttu9759@lionstate.edu,CMPSC131,2
mru8732@lionstate.edu,EE311,2
mau5121@lionstate.edu,DS120,1
mre1486@lionstate.edu,CMPEN411,2
osi6913@lionstate.edu,CMPSC131,2
mis3774@lionstate.edu,PHYS213,2
mje1517@lionstate.edu,CMPEN351,2
pwh2002@lionstate.edu,CMPSC475,2
job4068@lionstate.edu,STAT319,1
kle7587@lionstate.edu,CMPSC497,2
nsp6459@lionstate.edu,CMPSC465,1
vre1108@lionstate.edu,MATH231,1
mko8498@lionstate.edu,ECON102,1
tsc3180@lionstate.edu,IST558,2
mje1294@lionstate.edu,ECON101,1
kpa6358@lionstate.edu,STAT415,2
mem5259@lionstate.edu,MATH231,2
lhe3177@lionstate.edu,EE211,2
kan9497@lionstate.edu,EE352,2
wan2968@lionstate.edu,CHEM112,2
lad3683@lionstate.edu,DS220,2
kly7755@lionstate.edu,CHEM110,2
jha3938@lionstate.edu,CMPEN362,1
sbr1332@lionstate.edu,IST110,2
kba3474@lionstate.edu,MATH230,1
lvo2571@lionstate.edu,PHYS211,2
mtr1113@lionstate.edu,CMPEN431,2
zpr3563@lionstate.edu,STAT318,1
mru2747@lionstate.edu,CMPSC465,2
wsm1648@lionstate.edu,CMPSC465,2
lwi5095@lionstate.edu,PHYS211,2
msh2018@lionstate.edu,CHEM112,1
mja9753@lionstate.edu,IST558,1
jco7511@lionstate.edu,ECON101,1
mja4678@lionstate.edu,STAT415,1
jzi6855@lionstate.edu,CMPEN411,2
vol8061@lionstate.edu,CSE543,2
kst3418@lionstate.edu,CMPEN362,1
mty4698@lionstate.edu,IST558,2
wsc7930@lionstate.edu,MATH231,1
mda7609@lionstate.edu,DS220,1
thi1019@lionstate.edu,CSE583,2
mhe4861@lionstate.edu,ECON102,1
vko8312@lionstate.edu,IST558,2
mha1378@lionstate.edu,EE311,1
wwi6147@lionstate.edu,PHYS211,2
mke9858@lionstate.edu,EE311,1
ubr7160@lionstate.edu,MATH141,2
lhe8423@lionstate.edu,STAT415,2
kfe1479@lionstate.edu,IST128,1
sbr8378@lionstate.edu,CHEM112,1
mno6831@lionstate.edu,IST110,2
ugr7753@lionstate.edu,CMPEN454,1
tku9442@lionstate.edu,EE211,1
ibe6293@lionstate.edu,EE320,1
osa9043@lionstate.edu,PHYS214,2
nef4231@lionstate.edu,CHEM112,1
vgr9708@lionstate.edu,CMPEN331,2
mra2135@lionstate.edu,CMPSC431W,1
kma6272@lionstate.edu,ECON101,2
sja8550@lionstate.edu,EE211,1
wra7675@lionstate.edu,EE320,2
mro4234@lionstate.edu,CMPEN351,2
mal5609@lionstate.edu,CMPEN454,2
mgr9180@lionstate.edu,EE320,1
lha7423@lionstate.edu,STAT415,2
zri4748@lionstate.edu,EE340,1
jgu4126@lionstate.edu,MATH141,1
oko6508@lionstate.edu,MATH141,2
mwe9386@lionstate.edu,CMPSC132,1
sma8371@lionstate.edu,CMPSC131,1
mni4053@lionstate.edu,CMPEN431,1
rma4418@lionstate.edu,CMPSC311,2
jli6782@lionstate.edu,CMPEN362,2
mli4220@lionstate.edu,PHYS213,1
phe8657@lionstate.edu,STAT318,2
mal7301@lionstate.edu,ECON201,1
ppu8310@lionstate.edu,CMPSC221,1
vke5227@lionstate.edu,PHYS212,1
rob6329@lionstate.edu,ECON102,1
tfa8623@lionstate.edu,CMPSC431W,1
pmi9309@lionstate.edu,CMPSC465,2
kru3278@lionstate.edu,MATH231,2
mty9244@lionstate.edu,CMPEN362,1
twi9118@lionstate.edu,PHYS211,2
ole5149@lionstate.edu,CMPEN270,2
jwa8464@lionstate.edu,CMPSC431W,1
oku5496@lionstate.edu,EE210,2
psh1860@lionstate.edu,EE210,1
mpa1813@lionstate.edu,CMPEN454,1
smu1729@lionstate.edu,STAT415,2
tdi3644@lionstate.edu,EE210,2
sma4679@lionstate.edu,CMPSC360,2
jpa9861@lionstate.edu,ECON102,2
mga8559@lionstate.edu,EE311,2
sgu3389@lionstate.edu,ECON102,2
lor8820@lionstate.edu,IST128,2
mlu8397@lionstate.edu,CMPEN454,2
jst3903@lionstate.edu,CSE543,2
mer6665@lionstate.edu,CMPSC221,2
mbr3753@lionstate.edu,CMPSC431W,2
sgo5481@lionstate.edu,MATH141,1
lto2510@lionstate.edu,CSE583,1
ptu5897@lionstate.edu,STAT414,2
wcr6243@lionstate.edu,PHYS211,1
mma8740@lionstate.edu,CMPEN270,1
mam7283@lionstate.edu,EE353,2
jni8513@lionstate.edu,MATH141,1
mha9412@lionstate.edu,CMPSC475,1
jhi5936@lionstate.edu,CHEM112,1
spa3052@lionstate.edu,CMPSC465,2
vno9310@lionstate.edu,CMPEN441,2
mja6189@lionstate.edu,CHEM111,2
mhe4177@lionstate.edu,CSE543,2
mpr9723@lionstate.edu,EE210,1
mja3480@lionstate.edu,MATH141,2
mpe6095@lionstate.edu,PHYS211,2
mre4504@lionstate.edu,CHEM110,2
kke9934@lionstate.edu,EE320,1
jma6502@lionstate.edu,CMPSC497,1
mmu3939@lionstate.edu,EE212,1
jre6232@lionstate.edu,CHEM111,1
rqu7150@lionstate.edu,CMPEN362,1
tfa8479@lionstate.edu,CMPSC221,1
obo2257@lionstate.edu,IST558,1
jdi5599@lionstate.edu,PHYS214,2
nbo5422@lionstate.edu,CMPEN454,2
jsm3398@lionstate.edu,STAT415,2
mtr9030@lionstate.edu,STAT415,2
tbe7837@lionstate.edu,EE353,1
jfe5900@lionstate.edu,EE340,2
mja9711@lionstate.edu,EE352,1
sle7671@lionstate.edu,CHEM110,2
wgu6997@lionstate.edu,IST128,2
lba8615@lionstate.edu,STAT319,1
kwe2447@lionstate.edu,CMPEN411,2
ldu5279@lionstate.edu,CMPSC431W,2
nbe7364@lionstate.edu,CMPEN411,1
rke3219@lionstate.edu,EE320,2
vpr8721@lionstate.edu,DS120,1
mbr8262@lionstate.edu,MATH140,2
rha9484@lionstate.edu,EE352,1
lwi3851@lionstate.edu,MATH230,2
mei3995@lionstate.edu,STAT415,2
mpf9660@lionstate.edu,CMPSC465,1
ust9264@lionstate.edu,CMPSC475,2
mad9712@lionstate.edu,MATH140,2
mko2134@lionstate.edu,CMPSC132,1
mad4966@lionstate.edu,MATH141,2
vyu4473@lionstate.edu,STAT319,2
lwe4861@lionstate.edu,EE311,2
nmo8196@lionstate.edu,IST558,1
nba2747@lionstate.edu,STAT319,2
msc4941@lionstate.edu,EE340,2
mke8007@lionstate.edu,CMPSC448,1
rwa1680@lionstate.edu,ECON102,2
mru5673@lionstate.edu,CMPEN441,1
kzi2319@lionstate.edu,IST110,2
mla8288@lionstate.edu,IST128,1
jdo5653@lionstate.edu,CMPSC311,1
lku1009@lionstate.edu,EE210,1
jko6802@lionstate.edu,EE353,1
jwe6460@lionstate.edu,STAT415,2
zwu7682@lionstate.edu,CMPEN454,2
jkr6557@lionstate.edu,CMPSC465,1
mni2107@lionstate.edu,EE311,2
pha6738@lionstate.edu,EE311,1
jle1023@lionstate.edu,CMPEN351,1
mje1028@lionstate.edu,CMPEN351,2
nsi9812@lionstate.edu,CSE543,1
lra3866@lionstate.edu,EE311,2
mes5352@lionstate.edu,CMPSC431W,1
mci7103@lionstate.edu,CHEM110,2
jke2667@lionstate.edu,CHEM110,1
kbr9764@lionstate.edu,STAT414,2
kqu2179@lionstate.edu,MATH231,1
mja2485@lionstate.edu,CMPEN454,2
tpr8421@lionstate.edu,CMPSC221,1
mel3476@lionstate.edu,CMPEN270,1
kbe8997@lionstate.edu,IST110,2
sro2588@lionstate.edu,EE210,1
jha1078@lionstate.edu,STAT319,2
spr5193@lionstate.edu,CSE583,2
pmu4370@lionstate.edu,MATH140,1
tle9077@lionstate.edu,DS220,2
imu2857@lionstate.edu,CMPSC475,2
sdo9870@lionstate.edu,CMPEN351,2
pok5286@lionstate.edu,CMPSC448,1
wo'7278@lionstate.edu,CMPSC465,1
mci5246@lionstate.edu,ECON201,1
mma4189@lionstate.edu,CHEM110,2
nbe3401@lionstate.edu,CMPSC475,1
mmi9822@lionstate.edu,EE353,1
vho3800@lionstate.edu,EE210,2
mid8120@lionstate.edu,CMPSC465,2
jst5934@lionstate.edu,CMPEN331,2
mtr4908@lionstate.edu,EE210,1
oha3028@lionstate.edu,EE330,2
jbo2807@lionstate.edu,CHEM112,2
jcr6700@lionstate.edu,CMPSC431W,2
ksa5709@lionstate.edu,CMPSC311,2
sbe8426@lionstate.edu,CMPEN362,2
mru1547@lionstate.edu,CHEM111,2
sni6517@lionstate.edu,EE311,2
mgu2556@lionstate.edu,CHEM111,1
ora1051@lionstate.edu,STAT414,1
mde6918@lionstate.edu,CMPEN331,1
jku6715@lionstate.edu,DS120,1
kda1105@lionstate.edu,CMPSC475,2
mot4366@lionstate.edu,STAT319,1
mgu4156@lionstate.edu,CSE543,1
nmo6638@lionstate.edu,STAT414,2
sre9441@lionstate.edu,EE330,1
mwa9361@lionstate.edu,CSE583,2
lto9285@lionstate.edu,PHYS211,1
mba8566@lionstate.edu,CMPSC497,2
scr5917@lionstate.edu,CMPEN431,1
mal6483@lionstate.edu,CMPEN331,1
mbe7846@lionstate.edu,MATH141,2
tbo6140@lionstate.edu,EE210,2
jgi1267@lionstate.edu,CMPEN454,1
ycr2698@lionstate.edu,DS220,1
nla5784@lionstate.edu,CMPSC465,2
mgo7391@lionstate.edu,CMPSC475,2
tar1494@lionstate.edu,EE340,2
jca6758@lionstate.edu,PHYS211,1
mro5260@lionstate.edu,EE210,1
mja5716@lionstate.edu,EE212,2
lmc7976@lionstate.edu,CMPSC131,2
mte9606@lionstate.edu,ECON201,2
mor8879@lionstate.edu,ECON201,2
mlo6731@lionstate.edu,MATH141,1
mgr1249@lionstate.edu,CMPEN362,1
lly4642@lionstate.edu,MATH141,1
mdo7786@lionstate.edu,CMPEN362,1
jdi6068@lionstate.edu,CMPSC360,2
sko1421@lionstate.edu,MATH141,1
mtr7454@lionstate.edu,CHEM110,2
mmc4653@lionstate.edu,CMPSC131,2
nwi5569@lionstate.edu,IST558,1
tdo6032@lionstate.edu,CMPSC431W,2
jwo9868@lionstate.edu,CMPSC497,1
spa6019@lionstate.edu,CMPSC221,1
mli3321@lionstate.edu,MATH141,1
kcr5457@lionstate.edu,DS120,2
ld'3923@lionstate.edu,CHEM112,2
oca4581@lionstate.edu,IST128,2
mab6845@lionstate.edu,EE340,1
jhe3279@lionstate.edu,MATH231,1
mde2599@lionstate.edu,CMPEN454,1
rma3714@lionstate.edu,CMPEN454,2
ogo3872@lionstate.edu,CMPSC475,1
mar6527@lionstate.edu,CMPEN351,2
kks7927@lionstate.edu,CMPEN411,2
jja6275@lionstate.edu,CHEM111,1
lha1165@lionstate.edu,CMPEN431,1
lro5092@lionstate.edu,EE330,2
rro8624@lionstate.edu,EE340,2
xbe4075@lionstate.edu,CMPSC221,1
mbe5897@lionstate.edu,STAT319,1
msp2396@lionstate.edu,PHYS214,2
lma3997@lionstate.edu,EE353,2
jad9991@lionstate.edu,EE212,2
zok8115@lionstate.edu,EE320,2
lra5429@lionstate.edu,EE212,1
kto3075@lionstate.edu,ECON102,1
lha1007@lionstate.edu,CMPSC448,1
mja6914@lionstate.edu,CMPEN270,2
mo'2102@lionstate.edu,CHEM112,1
mra9348@lionstate.edu,STAT319,1
rra2944@lionstate.edu,CMPEN411,1
sei2746@lionstate.edu,EE211,2
jma9081@lionstate.edu,MATH231,1
zgo6248@lionstate.edu,DS220,2
mte5290@lionstate.edu,CHEM112,1
khe4237@lionstate.edu,DS220,1
rto9639@lionstate.edu,CMPSC132,1
jre4487@lionstate.edu,CMPEN454,1
mco4950@lionstate.edu,EE311,1
ocr4281@lionstate.edu,ECON201,2
ppo3674@lionstate.edu,CMPSC132,2
sro6593@lionstate.edu,MATH141,1
mbe8122@lionstate.edu,PHYS214,2
mta1412@lionstate.edu,EE211,2
ssc5113@lionstate.edu,EE210,2
lto8681@lionstate.edu,ECON201,1
mmo9633@lionstate.edu,STAT318,2
mku3286@lionstate.edu,CMPSC311,1
jku4357@lionstate.edu,CSE583,1
lcr9996@lionstate.edu,CMPSC131,2
jst7299@lionstate.edu,MATH231,1
ssc3796@lionstate.edu,MATH140,2
mad5228@lionstate.edu,PHYS213,2
swa2238@lionstate.edu,CHEM111,1
sma7982@lionstate.edu,DS120,2
mlu2848@lionstate.edu,EE340,1
khe2935@lionstate.edu,ECON101,2
kte7157@lionstate.edu,CMPSC497,2
kri6727@lionstate.edu,CHEM112,1
kor8639@lionstate.edu,PHYS213,2
mfi6371@lionstate.edu,CMPSC311,2
mkr4574@lionstate.edu,IST128,2
smu8714@lionstate.edu,ECON102,2
rbi9155@lionstate.edu,CMPSC132,1
jro5974@lionstate.edu,EE330,1
ktr6772@lionstate.edu,EE352,1
wda9016@lionstate.edu,CHEM112,2
rfa8532@lionstate.edu,CMPSC311,1
mne6555@lionstate.edu,CMPEN351,2
sre4987@lionstate.edu,CMPEN270,2
tmc7639@lionstate.edu,ECON201,2
lsc9165@lionstate.edu,DS220,1
rra4659@lionstate.edu,IST110,2
qjo2835@lionstate.edu,CMPSC461,1
jpr1678@lionstate.edu,ECON101,1
msm4734@lionstate.edu,STAT318,2
smc5761@lionstate.edu,CMPEN270,2
mpo6230@lionstate.edu,CMPSC311,2
mda7325@lionstate.edu,CMPEN411,1
mcr8647@lionstate.edu,STAT319,2
wan5226@lionstate.edu,CMPEN351,2
mpa1579@lionstate.edu,CMPSC360,1
vle9800@lionstate.edu,CMPSC497,1
mde4739@lionstate.edu,CMPEN362,1
rhu1999@lionstate.edu,EE211,1
mco7612@lionstate.edu,CHEM112,2
jha8710@lionstate.edu,EE212,1
ivo1134@lionstate.edu,CMPEN362,1
ire9271@lionstate.edu,PHYS211,1
mro8475@lionstate.edu,CHEM110,2
rro5798@lionstate.edu,CMPSC448,2
rhu3482@lionstate.edu,EE353,2
mja6117@lionstate.edu,DS120,2
mma4302@lionstate.edu,ECON201,1
mam2014@lionstate.edu,CMPEN331,2
jma7277@lionstate.edu,EE340,2
mzi4705@lionstate.edu,CMPEN362,1
kmc2382@lionstate.edu,CHEM110,1
omu5991@lionstate.edu,CMPSC221,2
jma1975@lionstate.edu,MATH230,2
jke6352@lionstate.edu,CMPEN431,1
rle2901@lionstate.edu,CMPEN362,2
mgr5494@lionstate.edu,IST128,2
lbe3921@lionstate.edu,DS120,2
ppa6961@lionstate.edu,PHYS211,2
swa7358@lionstate.edu,CSE583,1
lmo1800@lionstate.edu,DS220,2
mha4751@lionstate.edu,EE211,1
kwi7687@lionstate.edu,CMPSC311,2
pab5129@lionstate.edu,IST558,2
swi5077@lionstate.edu,EE211,2
rla2797@lionstate.edu,IST110,2
sbr3123@lionstate.edu,EE211,1
lmo4016@lionstate.edu,MATH141,1
mmc7342@lionstate.edu,STAT319,2
sdo3750@lionstate.edu,EE340,1
mzi8291@lionstate.edu,CHEM110,2
mom6938@lionstate.edu,CSE583,1
msc9287@lionstate.edu,ECON101,2
wru8295@lionstate.edu,DS120,2
oup4229@lionstate.edu,MATH141,1
mli2334@lionstate.edu,DS220,2
lhe3112@lionstate.edu,ECON102,1
rsc9635@lionstate.edu,CMPEN411,1
mbr9751@lionstate.edu,STAT319,2
mhi9404@lionstate.edu,DS120,2
sgr1450@lionstate.edu,ECON201,2
slu4029@lionstate.edu,CHEM111,2
tzu3964@lionstate.edu,EE352,2
bkr1614@lionstate.edu,ECON102,1
afe9226@lionstate.edu,EE211,2
atr7724@lionstate.edu,DS120,2
bbe1971@lionstate.edu,CMPEN441,1
abl5494@lionstate.edu,DS220,1
asc7849@lionstate.edu,EE352,2
asc2462@lionstate.edu,EE353,1
amc6705@lionstate.edu,CHEM110,1
abe7143@lionstate.edu,EE353,2
abu4594@lionstate.edu,IST110,1
agl6867@lionstate.edu,MATH231,1
aer4333@lionstate.edu,CMPSC497,1
asc3862@lionstate.edu,CSE583,2
asp5352@lionstate.edu,DS220,1
aho2701@lionstate.edu,IST128,2
acr7084@lionstate.edu,CSE583,2
bst2160@lionstate.edu,CMPSC431W,2
ari8290@lionstate.edu,CMPEN454,1
bke6313@lionstate.edu,ECON101,2
ahe6284@lionstate.edu,CMPEN351,2
ast8005@lionstate.edu,CMPEN362,1
aha8564@lionstate.edu,MATH140,1
bly7859@lionstate.edu,PHYS213,2
bpa6768@lionstate.edu,CMPEN270,2
ahe1279@lionstate.edu,CMPEN411,2
awa9571@lionstate.edu,CMPEN351,1
apa2541@lionstate.edu,CHEM111,1
awa1809@lionstate.edu,CMPEN351,1
abr2628@lionstate.edu,MATH141,1
asi6829@lionstate.edu,EE212,2
awi4582@lionstate.edu,ECON102,2
abl8902@lionstate.edu,CMPSC311,2
ayo6298@lionstate.edu,EE211,1
ama3077@lionstate.edu,PHYS213,1
co'1788@lionstate.edu,CMPSC431W,1
bgi3522@lionstate.edu,ECON201,1
czb9309@lionstate.edu,CMPEN454,1
cha9704@lionstate.edu,CMPEN454,2
ama6515@lionstate.edu,MATH140,2
cgi1101@lionstate.edu,CMPSC221,1
cha2583@lionstate.edu,CMPSC131,1
